score,comment,serving,rbid,rbbrewer,created_at
3.7,"bottle in novermber 2012, best by date march 2013.  clear amber body with a rocky tan-colored head. wonderfully comforting toasted nut-focused nose with layers of nul oils, bread crust, almond and creame pastries and pie crust.  as lively as the nose is, the flavor is much quieter.  lightly pasty yeast texture, lightly acidic, crunchy and toasty malt, it’s delicious but lack the richness of malt body seen so often in Franconia. still, it’s full enough in the mouth and the soft and creamy carbonation saves it, though it is noticeably watery in the finish and some mild metallic notes make a momentary appearance.  it just smells incredible - dark malt nut oil and toasty pleasure.",,17307,2949,'2013-01-15 00:00:00'
3.9,"Vom fass at the brewery in Nankendorf.
Clear dark brown with a short, large-bubbled tan head.
A rich, roasty and hoppy Dunkler Bock with remarkable cleanliness.
Nuts, toasted dark bread / crusts, mineral water, salty licorice, molasses sweetness.
Full body, rich melanoidins, sweetness and bitterness well-balanced.
Peppery and spicy hop bitterness, washing, quenching acidity.
A savory pastry in a glass. Wonderful hop and malt expression, though more in the mouth than the nose.",,58876,968,'2013-12-01 00:00:00'
3.9,"draft at Café Abseits in Bamberg, on the menu at Landbier Dunkel, and  bottle afterwards.  it’s a toasty malt showcase - that’s my new phrase, yes. toasty and crunchy oats and kilned barley and low but adequately-matched noble hop bitterness. light caramel residue, medium dry, medium acid, medium-low bitterness.  delicious.",,14981,968,'2011-12-21 00:00:00'
3.5,"Slightly darker and richer than most helles, almost seems like a small bock.
Quenching acidity with seemingly neutral bitterness.
Mild nose is honey, juicy pale malt, pepper spice hops with soft citrus touches.
Medium-body, savory, peppery, a little grating with carbonation and acids.
Clean and quaffable and rich helles. I found it quite enjoyable.",,87292,968,'2013-12-01 00:00:00'
4,"Cinnamon apple spice, brown sugar, banana and fruit cake nose with suggestions of cognac and apple brandy.
Rich and savory, medium to full body, lively carbonation, high acidity, fluffy and full, bready, fruity and well balanced. Salty, sweet, phenolic, robust wheat, clove and pepper. Grandma’s baked apple cobbler in a glass. From bottle best by September 2014.",,26399,3948,'2013-12-12 00:00:00'
3.9,"bottle, best by July 2013. clear and brilliant chestnut brown body with a frothy and full off-white head. though apparently filtered, there’s ample yeast character in the nose, providing a doughy softness to the honey and sweet toasted bread German malt (though slightly apple-like early on, it seems to breathe away into more of an enjoyable baked apple pie situation). so there is some soft bounce to present the vanilla / toffee / honey malt sweetness, creamy and soft carbonation, a moderate fruit and citrus acid Hallertauer character, and a lingering vanilla coffee cake and cookie batter malt succulence.",,94741,3948,'2013-02-23 00:00:00'
4,"Mug from the brewery in Bamberg.  Clear dark copper colored body with a tan head.  Fresh toasted grains, light caramel, light smoke in the nose.  Flavor is fresh and lively, active carbonation, nice caramel chewiness and a sweetness, with some sweet and nutty smoke throughout, very real and raw smoke but of course not hugely smoky like Schlerlenkerla.  Very mild but very flavorful, a very rich, tasty and delicious rauchbier.",,13159,2040,'2008-06-05 00:00:00'
3.9,"Draft at Fränkisches Bierfest Nürnberg.
Striking amber-orange, creamy white head.
Orange gelatin hop aroma.
Rich malt, somewhat fruity in an Altbier way: orange, cherry...
Clean and juicy, smacking, satisfying.
Toasty grains with toffee-ish Munich malt touches.
Well lagered, no off-notes, malt sugar and oily, fruity hops sit in balance.
Easy to put down. Very aromatic and expressive and clean.
",,215331,3948,'2013-06-08 00:00:00'
3.6,"Draft pint bought by a kind group of British who were drinking us under the table at In de Wildeman, Amsterdam, May 2006
Dark brown body with some red light at the bottom of the glass.  Clear.  Sweet bread and caramel with a smoke flavor underlying the sweetness.  Thin finish, thin palate, but it complimented the flavors and aromas quite well.  Tasty. [Re-rate needed]",,12723,2040,'2006-06-07 00:00:00'
3.6,"Bottle best by May 2014. Clear gold, rich color, small white head. Quiet pilsner malt: toasted grains, baked cracker, etc. Some quiet noble hop lemon / spice character, a little oily lemon balm on the tongue. Light sweetness, medium-low bitterness, nice, fresh, without any apparent flaws. Soft body, low carbonation. Light sweet bread and sugar cookie finish.Very direct and enjoyable malt-driven beer. ",,236595,3948,'2013-11-27 00:00:00'
3.3,"From draft at the brewery in Sachsendorf. Clear caramel body with a large-bubbled, off-white head.
Medium body, malty and sweet in the mouth Aroma is dusty, bready / toasty with faint burnt apple notes. Chewy and frothy, nicely bitter, rich carbonation. A pepper-spice-bread malty dunkles landbier experience with filling mouth presence and nice flavor balance.
",,34782,4793,'2014-08-13 00:00:00'
3.6,"Draft at In de Wildeman, Amsterdam, May 2006

Clear dark copper colored body, dark gold and copper I would say.  Musty, light nose of crystal malts, tastes a bit &quot;old&quot; - aged/bottle tasting.  Lightly sweet, non-offensive but not exciting either.  Maple flavors are there, smoke is incredibly light in my opinion.


Subsequent bottles haven&rsquo;t given me reason to improve my numbers, in fact bottles generally have been in the 3.0-3.4 range.",,11058,2040,'2006-06-07 00:00:00'
3.4,"Ur-weisse rather than dunkelweisse.  Simply called Weissbier by Simon.
First tried from a bottle best by November 2013.
Mealy apple and browned banana aroma.
Flabby and dull.
Sludgy and muddy yeast.
Soupy wheat / grain flavor and mouthfeel.
Smushed, browned red apples. (2.7/5)


Again on draft at Fränkisches Bierfest in Nürnberg.
Little more life to this one.  Clove and banana are nice.
Amber malt / wheat bread crust character has some bounce.
Still a little too yeasty.  Masking.
Medium-low sweetness, medium carbonation, acids and phenols add vibrancy here but for me the hop and wheat character seem masked.  I’m sure they nail this one most of the time, like they do with their other beer.  I will keep re-trying. (3.4/5)",,26398,3948,'2013-06-09 00:00:00'
3.6,"Bottle at Spezial Keller in Bamberg.  Pours turbid and milky yellow color with a white head.  The smoke is so subtle in this beer that it almost goes unnoticed beneath the more pronounced banana and clove and wheat scents and flavors.  Still, it’s a deliciously refreshing weisse with a small hint of smoke that adds a unique character.  Quite good.",,13160,2040,'2008-06-05 00:00:00'
3.5,"Mug at the brewery in Bamberg.  Mostly clear dark yellow body with a white head.  Up front it’s sweet but turns to semi-sour, husky grains over the middle in a hurry.  Medium tartness, yeast grains and wheat germ flavors all around.  Fresh tasting but it has some mold in the nose at times, resembling soggy bread.  Lightly crisp, lightly sweet.  Nice overall.


rerate in 2009, seems kind of bland and boring.  simple, sweet, body was lacking structure and depth.  rating lowered from 3.7 in 2008.",,17671,2040,'2008-06-05 00:00:00'
3.3,"Draft at Fränkisches Bierfest in Nürnberg.
Mostly clean pale malt aroma with light apple / pear esters. Grassy, lightly hoppy with mild lemon and pepper.  Clean flavor, quenching acid, light body, lightly bitter and semi-sweet with excellent malt firmness.",,63597,7796,'2013-06-13 00:00:00'
2.6,"Draft at Fränkisches Bierfest in Nürnberg.
I went for a full glass after having a bit the day before and thinking it had potential.
Sadly this beer plays a different song when it is warmed.
Brilliant copper body, cascading, frothy, slow-crawling carbonation.
Raw cereals in the nose.
Cosmetics, rose pedals, apple, make up powder, fusel alcohols.
Cereal, toffee, orange jelly Munich malt.
Sweet and sour flavor with candle wax and orange flavored makeup.
Peanut nuttiness and more fusels in a watery finish.",,63614,7796,'2013-06-11 00:00:00'
3.1,"From draft at Brauerei Trunk at the Basilika. Cloudy orange with a fine white head.
Orange juice and banana ester aroma with off-notes of burnt rubber and grilled sesame seed hamburger bun. Lively carbonation, tart and sweet in the mouth, prickly acidity, sweet, chewy, light bodied. Toasted grain, sweet orange juice pulp, citric acid and sunflower seed finish.",,91553,3713,'2014-08-13 00:00:00'
3.4,"From bottle at Wagner-Brau Merkendorf. Dated best by November 2014.
Orange body with faint haze and a tall and lasting white head.
Medium body, semi-sweet with medium bitterness. Somewhat hoppy in the mouth with orange-apricot fruitiness, malt provides honey malt sweetness with a toasted grain / bready character that is present more in the finish than the aroma. Festbier strength with a light dose of yeast. Aroma is a little dull, and the malt has some roughness. Not an outstanding beer as the rating average would suggest, but bottled kellerbier is typically dull.",,169640,3794,'2014-08-15 00:00:00'
2.6,"Bottle. Clear yellow with a short white head. Lemon, eggs, cabbage / DMS, soap and saccharine-scented aroma. Light body with frothy carbonation, mostly sweet, light bitterness, good minerality from German hard water, decent snap from lagering. Some unpleasant flavors of candy sugar, tea and nutrisweet. Simple.",,44437,3713,'2013-08-20 00:00:00'
2.7,"draft at the source.  served at proper temperature. throughout it’s syrupy, flabby, weak and chewy.  caramel, toffee and corn syrup flavor is heavy, with only minimal hop aromatics and little hop bitterness.  altogether sloppy and simple with little appeal.",,25675,3794,'2011-12-20 00:00:00'
2.5,"From tap at Brauerei Trunk at the Basilika. Effervescent hazed amber-gold with a short white head.
Mild aroma of lemon oil, butter toffee and grain husks; lightly hoppy in the nose. Sweet in the mouth, moderately bitter. Brash carbonation and husky grains complete the picture. Poorly-made kellerbier, from tap but has the dullness that you often find in bottled Kellerbier.",,216830,3713,'2014-08-13 00:00:00'
2.7,"draft at the source. apple juice appearance, apple juice nose, apple juice flavor. medium diacetyl in the nose, it’s buttery with dirty pepper / gravel phenols. bitter on the back with fizzy carbonation and buttered corn and moderate acidity. definitely not in good shape. dry and crunchy cracker malt is the one redeeming quality but it otherwise comes across as rough and leaves a minerallic coating on the tongue. and it tastes like stale apple juice.",,25048,3794,'2011-12-20 00:00:00'
3.8,"Bottle fresh from the brewery. Effervescent clear gold body with a short white head. Toasted cracker mal, clean, medium-light body, toasty pilsner malt with subtle lemon hops, oily, soft texture. Lightly sweet, low bitterness, mineral water crispness (crisp AND smooth). So it’s a quiet and clean and beautiful beer with a clean toasted malt and Noble hop lemon juiciness. What a surprising hop showcase of a helles. She’s a beaut.",,36297,4888,'2013-11-23 00:00:00'
